userID	displayName	sum(weight)
95642	Audrius Meskauskas	5
74708	Alwyn	5
59343	Mnng	5
67161	Sujitha Chinnu	5
97289	Logende	5
105458	Marco Ramos	5
6418	red_GNS	5
4968	M.M	5
15300	Guy	5
33718	Josh	5
88258	Sim_Demo	5
15140	Hasan Ali Khan	5
44683	Joseph Bosse	5
68006	vis7	5
86705	David	5
98617	IMB	5
10522	Victor	5
57789	Adithya Sama	5
37512	sariii	5
54292	Debadri Dutta	5
67349	HaneenSu	5
73609	Rocky McNuts	5
84968	user3432888	5
85064	Timbus Calin	5
86987	Abhishek Diwate	5
8860	Tyrion Lannister	5
41828	churchurnaan	5
42918	Milan_Harkhani	5
66177	Jitesh Malipeddi	5
83265	Zhendong Cao	5
40102	Shiva Manhar	5
12485	BenoitParis	5
20400	iamnarra	5
16042	Artem	5
27231	Swordsman	5
68313	mon	5
74895	wallfacer_mark	5
83830	py1123	5
49665	Fabien	5
62616	mtesta010	5
79892	DannyVanpoucke	5
84722	ebuzz168	5
59417	Btibert3	5
71907	motevalizadeh	5
33517	wwwslinger	5
39601	William Merrill	5
46107	Tom	5
37045	Della	5
32169	Nitin Siwach	5
10938	emanuele	5
101433	Pradical2190	5
54040	Nakeuh	5
62235	Alecsandra Rusu	5
3591	Dror Atariah	5
102715	pygo	5
4705	abdoBim	5
51837	PIcreamsoda	5
79547	Lennart	5
83276	Gaurav Roy	5
87292	Eisen	5
9774	MedAli	5
53325	Hannan	5
62625	Cemre	5
80425	Mayank Mishra	5
1289	Juan Ignacio Gil	5
42123	Dane	5
87526	The DataScience	5
31960	Yuval Adam	5
34267	CoderBrien	5
41812	Anes	5
84551	Marc Kelechava	5
53885	David Masters	5
77566	Ana Smile	5
32931	userAD	5
41004	evaristegd	5
57691	hyTuev	5
61062	Piyush Singh	5
64302	nilleeee	5
2533	rok	5
25161	user3538161	5
45763	Sumit S Chawla	5
61496	Martan	5
100034	Victor Luu	5
37346	Michael Vander Meiden	5
10832	the3rdNotch	5
26408	Dawid Cz	5
27322	velocirabbit	5
95177	Fabian Tan	5
70900	Kartikey Singh	5
1237	StasK	5
3540	machine-wisdom	5
9802	Jonathan Shobrook	5
17877	user5276077	5
62249	Sean	5
66855	Nilani Algiriyage	5
37590	Will Cai	5
58411	Amin Pial	5
32248	Arman	5
34204	andriys	5
57476	user5406764	5
61414	Federico Gentile	5
56503	Edgar Derby	5
23710	Sayali Sonawane	5
96494	A_Murphy	5
8285	smatthewenglish	5
13309	DesirePRG	5
40137	PS Nayak	5
52546	Pierre Cattin	5
73074	Eric Kim	5
79321	Nathalie	5
86976	kkrakwdpakwdo	5
36949	MichaelRazum	5
104400	Noel	5
58679	user2573741	5
95511	Dhruv Kapu	5
9011	Fredrik	5
26519	molig	5
44375	brianberns	5
77251	"\"2017Algebraist\""	5
58989	Chor Hatara Hud'u Keturi	5
60259	Arijit Das	5
100676	Crazy9	5
28317	KAY_YAK	5
101005	Ramón Wilhelm	5
12333	Marios Mintzis	5
35718	Yash Katariya	5
75539	Anonymous Emu	5
85750	Arnau	5
6636	user3256725	5
14688	prashanth	5
30170	KevinKim	5
32083	AugBar	5
61039	unsure_automata	5
83448	user2293224	5
18692	M-T-A	5
103358	imavv	5
16162	Denis Kulagin	5
23521	borjab	5
31180	Rakib	5
60145	Minka	5
61027	Peter	5
89200	Errol Pereira	5
49781	Snorrlaxxx	5
19185	lbedogni	5
59049	Kampi	5
67755	Jhon Patric	5
10123	Indy	5
39845	mpotma	5
47322	Turo	5
51878	robinloop	5
98492	Heitor da Rocha Coimbra	5
19147	nir	5
96237	Ankit Chawla	5
43110	Seymour	5
65338	Swarnim Kumar	5
94570	Danish Shakeel	5
30482	Tool	5
50311	OmerB	5
98140	shrijit	5
9663	Murali	5
14393	elric	5
45852	alexprice	5
69471	Dan Chaltiel	5
82168	JoeBe	5
1193	bayer	5
53985	stronk_kisik	5
63237	Bharath Kumar L	5
99497	eun ji	5
38256	user1934212	5
56380	ngopal	5
985	acmyers	5
54054	user2502904	5
4978	Daniel Falbel	5
11021	scribbles	5
19003	nor0x	5
51648	nainometer	5
7922	Navaneethan Santhanam	5
17239	Chuka Uchenna Ikokwu	5
86746	Lee Sam	5
12898	Pierre Tasci	5
26941	user141657	5
51562	Jason Marsh	5
75952	Fabieng	5
101228	Dae-Young Park	5
39813	gbi1977	5
46413	Sahand	5
97370	ColRow	5
31726	VansFannel	5
63390	Reslan Tinawi	5
14427	UD1989	5
94963	the_bo	5
10232	Arkantus	5
45185	huddy	5
103920	Dhanush kumar	5
31496	Osama El-Ghonimy	5
62318	Jaehyuk Choi	5
8644	Miha Trošt	5
24077	Saksham	5
54722	Kieran Lavelle	5
70478	Malathi	5
84151	Bran	5
8278	gojomo	5
30173	Mihail Salnikov	5
47078	Louis	5
35563	StochasticIntegrationStudent	5
83143	AGX301	5
87545	Nathan	5
2643	jithinjustin	5
49067	lukassz	5
53040	Dimitry	5
27616	James Bond	5
66336	datariel	5
85727	jeff	5
28868	sjishan	5
12626	Tristan Reid	4
28883	Lisa Anna	4
58905	mibrl12	4
100088	tlhwu	4
2711	Tom	4
13875	Pag.th	4
41913	Gaurav Jagtap	4
42926	Daniel Chepenko	4
80906	Christopher Olah	4
102816	Evan	4
13508	shanky_thebearer	4
27194	KcFnMi	4
25742	vsdaking	4
46980	Lucy	4
75369	Bence Szabó	4
85237	bbasaran	4
89710	Emrah Sariboz	4
104592	Abdelali Mohammed	4
37812	George Sotiropoulos	4
69197	Mara Bella	4
23403	chintan s	4
30397	Ashish Rao M	4
15157	user2075215	4
26635	Alex Yu	4
37046	Kartik Podugu	4
47233	adnan	4
92112	Jennifer	4
974	elksie5000	4
23581	PriceHardman	4
25673	Matt Wenham	4
105657	user2348674	4
38257	postasaguest	4
76203	nag	4
77144	Zur Luria	4
93743	javadr	4
23496	Sam	4
28834	Aman	4
60683	Jordy	4
3152	Jesse Lawson	4
12355	Cosmos	4
17397	Vishal	4
45713	Akhil Kathi	4
69515	Yoan Dinkov	4
14044	scf	4
32882	I. A	4
59918	syed amer	4
10727	Nemanja Radojković	4
32762	Abhishek Sharma	4
56716	Alex2006	4
58687	Moses S	4
70662	Abhinav Thapper	4
100895	emily	4
103297	Mark G	4
105664	Gwalchaved	4
8478	user67275	4
8999	cuneytyvz	4
60640	Joris Weimar	4
75468	user2015915	4
43590	Sandeep Kumar	4
75828	Matt	4
46464	avchauzov	4
50992	alwayscurious	4
71140	Brady Gilg	4
79600	bemzoo	4
100066	mathella	4
38098	user144410	4
42204	Anderlecht	4
56981	Oren Milman	4
78089	MariaKK	4
60381	JoPapou13	4
77241	Enyang Wang	4
1235	user3782364	4
3211	Rahul Agarwal	4
45750	Nilesh Shaikh	4
50896	Nitish	4
80199	Yash Maurya	4
15363	Chandra	4
47352	thesimplevoodoo	4
59193	Javier	4
65268	fitting	4
66770	qwer1304	4
68367	Dishant Kothia	4
811	Artem Sobolev	4
6491	Andrea Bontrager Yoder	4
30292	Greedy Coder	4
70321	ItK	4
71033	Ran Elgiser	4
93680	bitdruid	4
29392	Hadi Gharibi	4
35829	Allyl Isocyanate	4
61386	Jon M	4
32189	SVK	4
41752	apsdehal	4
45573	myseun	4
54024	saias	4
104142	Nathalie Joy Galia	4
3054	papafe	4
7786	Max Gibiansky	4
46402	mg9893	4
51839	Kristada673	4
2920	Erich Schubert	4
16401	trollster	4
14327	Addem	4
52588	Arvind Prasad	4
70718	blueWings	4
86575	Mike	4
77875	The Red Pea	4
79690	The White Cloud	4
84508	G K	4
100351	TOMAS	4
106339	Carmen	4
31092	jasonMmedina	4
33277	Blender	4
57735	Mujeeb	4
62614	Angadishop	4
86640	shivanshu dhawan	4
10683	MD004	4
12321	harm	4
13517	alily	4
23246	M John	4
28542	Gabriel Fair	4
29801	Dan Temkin	4
80862	Naman Mehta	4
102948	Akshay Sehgal	4
12777	dbliss	4
30835	pexmar	4
73429	Tobias Senst	4
725	Raffael	4
43398	Reza	4
51582	metdos	4
77159	Felipe Araya	4
3504	David Fort Myers	4
25741	Aravind	4
73525	BloodRabz	4
106383	qer	4
30962	LSola	4
63536	Sany	4
82970	datarocker	4
17702	bl0b	4
18969	GameOfThrows	4
78358	Shania Bu	4
88664	AmeySMahajan	4
101460	Be Chiller Too	4
28234	JeffThompson	4
50831	joseph_k	4
66372	Shekhar Tanwar	4
71371	dustindorroh	4
39135	gulshan raj	4
71070	Edoardo Wijaya Grappolini	4
74560	CapJS	4
41995	Kuba	4
49105	Abhinaya Krishna	4
58231	redwolf_po7	4
103314	Alireza Amani	4
13521	chr0x	4
15766	Andrei Pokrovsky	4
23402	quintumnia	4
30278	cartoonheart91	4
58725	R M	4
78285	Shanmuga PriyaV sp	4
93822	neto333	4
10463	malbert	4
13106	Doug Fir	4
17267	Jonathan Dine	4
39534	Kirill	4
58065	Pranav Patel	4
70546	Ambleu	4
85505	random student	4
98749	Adam Murphy	4
47842	ParisNakitaKejser	4
64700	Opifex	4
13596	André Risnes	4
23091	Hohyun Jung	4
37967	Anton	4
44496	Radovan Bezak	4
17222	Renier Botha	4
17596	John Newman	4
27704	robintibor	4
38136	Deb	4
64973	Oleg	4
71981	Carlota	4
94719	real_noob	4
50951	Doug F	4
53322	Him	4
10975	Max Flander	4
20565	tkazmer	4
52148	mhmhsh	4
85318	user135172	4
17313	tedghosh	4
26260	Abdullah Danyal	4
38790	Effective_cellist	4
47906	dr jerry	4
60487	Omri Amel	4
77015	MarkH	4
46307	Vaslo	4
46645	Inkplay_	4
66663	D_C	4
71359	Joshua	4
11142	Joshua Little	4
23912	banad	4
24662	vgoklani	4
56613	jagdish	4
87701	Yosra Griri	4
9801	device_exec	4
27189	Sean Moriarty	4
43325	Ankita Sharma	4
63445	Ludecan	4
58209	FenryrMKIII	4
67908	Chirag Gupta	4
90698	Lord_V	4
50030	TheProletariat	4
67397	Jabernet	4
20974	edwin	4
31681	Amir	4
40750	emudria	4
43317	Ahmedn1	4
52532	Wael Dimassi	4
88767	Vidya Anandamurali	4
10574	fernando	4
14070	Arnold Klein	4
21464	Cole	4
43461	Soufiane Chami	4
60133	DrMikey	4
86147	Iron Hand Odin	4
4620	Ashkan	4
12919	Il'ya Zhenin	4
24222	Ruma Sinha	4
29912	Konstantin	4
51570	Jennifer95	4
60531	jai sundar	4
76077	Glork	4
90066	Josh Purtell	4
96370	"\"3r1c\""	4
29897	Gilbert	4
53629	Fansly	4
70420	user1714647	4
77227	Benjamin Ricard	4
78314	naridox	4
17385	GallertSheik	4
102914	Sebastian Topalian	4
10998	Aidos	4
16764	MZokov	4
23325	Keyshov Borate	4
38556	Bastian	4
99247	Andrei-Cristian Rad	4
50885	john Mohd	4
79480	Fichel	4
82809	θ Grunberg	4
12341	davidski	4
47736	jasonlcy91	4
69725	mujjiga	4
39542	Kevin Avignon	4
49577	cJc	4
58309	Subhash	4
65039	lejin	4
84988	Qi Zhang	4
15325	Mithril	4
21337	otterb	4
53137	maswadkar	4
66387	user3647894	4
82484	Anshul Jain	4
58617	okossial	4
65274	lone_rider	4
5010	albielin	4
16424	Lior	4
17888	Arktos	4
22000	niczky12	4
25759	Grr	4
11029	Newbie	4
18077	user3605620	4
23632	Jishan	4
31043	Pranav Pandey	4
46616	Dominik	4
73147	Stan Maydan	4
75450	cwanderroycbooks	4
91460	Math Avengers	4
9202	fakedrake	4
10001	Pratik	4
27172	Daniel Wee	4
33352	Thomas Fauskanger	4
57148	Sos	4
14800	Lucas Crijns	4
46543	Fernando Irarrázaval G	4
57596	Snow	4
430	Learning stats by example	4
7722	RUser	4
39949	Diego	4
57727	SRJ577	4
68389	DannyDannyDanny	4
76769	zeawoas	4
1192	howdyjessie	4
17435	Hima	4
17777	Greenish	4
37899	Andre P	4
107707	Mathematician	4
99874	YogeshKumar	4
15930	chi	4
39196	Carter	4
90779	Khaled	4
96842	Karim Afifi	4
13714	NirIzr	4
60239	learningtofly	4
84715	Kyle Zengo	4
17271	user1717931	4
23213	OoDeLally	4
28437	Chetan Kabra	4
39664	MBB	4
46120	Matt Findlay	4
60108	gavin	4
70886	Phys	4
17535	BKay	4
28915	renakre	4
50668	miroli	4
68171	kliao	4
15927	gsamaras	4
19046	lucky6qi	4
47522	Intelligent-Infrastructure	4
47659	Hung Hoang	4
53761	user59513	4
64889	Manu Joseph	4
78059	minion_1	4
18001	Robert Dodier	4
40867	bragboy	4
42622	Jurgy	4
71036	RB25	4
72008	user6710	4
85147	E. Vasilopoulos	4
85322	user	4
86798	Laurent	4
87046	Durga K	4
31016	user26763	4
42023	Jay Pratap Pandey	4
67681	VD93	4
71093	kemakino	4
74946	Insu Q	4
7979	Kartikeya Sinha	4
21719	NBWL	4
53418	Emanuel Giurgiu	4
83271	bigb123	4
2841	Bridgeburners	4
49114	Aaron Isaac	4
91137	Ali Kara	4
366	power	4
9941	Gaurav Singhal	4
32660	Kuma	4
42008	Ablomis	4
57917	Swap	4
68983	Sebastin Santy	4
79844	Catalina Chircu	4
82659	theblackips	4
87363	Jerry Tang	4
95901	Ishmael89	4
100782	Deepika Kalra	4
104436	Phani	4
15693	Acapello	4
27506	Justin	4
45107	FindOutIslamNow	4
64797	j4520	4
66068	piratesailor	4
75285	Angela	4
75547	Cihan Dogan	4
8344	Emily Crutcher	4
11136	NBartley	4
16449	mattsap	4
27729	Alan Wolfe	4
30898	John	4
39319	sevo	4
64469	Slyfest	4
37288	T. Schwartz	4
46981	ralien	4
50352	John Karimov	4
52473	Anshula Acharyya	4
86437	karan	4
100857	Fagotzitoz	4
4808	Ben Haley	4
73724	Fareishuge	4
103697	SKM	4
6558	Makarand	4
12987	boyfarrell	4
39569	Denis Dollfus	4
79779	Jake Fleisig	4
86351	Robert	4
16646	jai	4
41764	Sujay_K	4
56421	Benjamin Toueg	4
62246	Sanyo Mn	4
87324	grouphug	4
96431	Sam	4
9	rolfl	4
5342	Maxi	4
24984	Commissar Vasili Karlovic	4
52799	Mikhail Berlinkov	4
56533	WorldGov	4
62725	E. Kenney	4
23773	Ronak Agrawal	4
30075	Aman Mathur	4
45076	alwayslearning	4
76208	programmer	4
84543	Péter Leéh	4
96086	nmtp	4
15595	user3271237	4
29882	Anakimi	4
46201	M. Erfan Mowlaei	4
71501	addicted	4
10201	Dejian	4
15620	jncraton	4
49278	Nathan Furnal	4
50273	"\"100kasimpasali\""	4
66758	Protostome	4
39198	Jonathan DEKHTIAR	4
60184	induction601	4
62920	Bowen Peng	4
63504	Victor Villacorta	4
26659	Slawa	4
65019	James	4
67137	roy	4
86619	Nikita Rogers	4
4824	denton101	4
33226	CARTman	4
38793	coding_ninza	4
54855	abunickabhi	4
61091	Gizio	4
8842	Fastidious	4
18460	Guido	4
25347	Michael SM	4
18195	user2076688	4
26612	mallochio	4
49513	Daniel Wyatt	4
66539	jenny	4
67096	Ciaran Kelly	4
456	Pensu	4
6433	Abdulrahman Bres	4
15496	polm23	4
30635	M--	4
35872	seth127	4
47022	CathyQian	4
49134	The Pointer	4
64758	Saha	4
70132	Arindam	4
92475	yacine belhadj	4
97623	PureAnalytics	4
4897	kylerthecreator	4
12786	shark8me	4
15879	Cédric Philibert	4
27962	Thiedent	4
105968	vineet gundecha	4
3085	Jordan Bentley	4
30925	Jeevansai Jinne	4
32904	Chints	4
68827	Kartik Patnaik	4
26784	mani	4
78409	JarsOfJam-Scheduler	4
79176	crommy	4
14048	Anton	4
21596	Hanan Shteingart	4
32888	riders994	4
70118	Mukesh K	4
78290	Joshua1990	4
555	GrimSqueaker	4
53372	Lau	4
53453	britodfbr	4
103963	Jiminy	4
10510	mayo naise	4
39387	ab123	4
56355	Azza ABIDI	4
66483	Prasad Nageshkar	4
79006	cyanide	4
83100	hR 312	4
85442	Obaid Khan	4
88443	IsakBosman	4
96977	Oren Razon	4
105639	Владислав Харламов	4
3263	Matt Williamson	4
7713	Dennis	4
27992	Suraj Neupane	4
47867	Vineet Jain	4
105259	Alexander Mashin	4
106799	Churchjm	4
45058	Nima Mohammadi	4
61941	Tuyen	4
74719	Jay	4
83125	Danniy	4
18249	Psidom	4
37298	i.k.	4
42686	Rodvi	4
67536	Vinay Sharma	4
73766	concurrencyboy	4
5153	goangit	4
23633	bpachev	4
32343	Satjapong Meeklai	4
33393	Ernst Dinkelmann	4
54981	user3629077	4
99244	callmeGuy	4
10824	Zahiro Mor	4
30520	Ytsen de Boer	4
32754	jKraut	4
64651	r1d1	4
14057	Koustuv Sinha	4
30043	Alireza	4
78219	Nakor	4
79765	babkr	4
9174	V Sree Harissh	4
13457	Anuj Gupta	4
20722	Rohan	4
61580	Chris	4
88877	Kasia	4
88907	Ricky	4
99176	anascmidt	4
104628	Abhishek Aggarwal	4
34110	mohRamadan	4
41206	TheTechGuy	4
78365	Nicolas Gervais	4
25223	manohar amrutkar	4
27785	Akhil Nadh PC	4
41857	Xer	4
49112	Vijetha Gattupalli	4
3430	Climbs_lika_Spyder	4
50312	sidrane	4
69634	Karen Danielyan	4
85331	abdnChap	4
87515	venu	4
57787	mloning	4
71681	Zachary	4
90206	Pranshu Mishra	4
96481	Demon	4
43649	RobinL	4
53744	Andrei	4
65902	E. Zeytinci	4
69845	psj	4
85925	Piyush Dongre	4
42522	Pardhu K	4
50478	RUser4512	4
54757	Alex	4
59379	Kevin Haunstetter	4
107836	andrew pate	4
2728	dpmcmlxxvi	4
42903	hans	4
56913	Marzieh Heidari	4
65541	lars20070	4
32230	Jekaterina Kokatjuhha	4
39102	Y0gesh Gupta	4
59919	harshcode	4
65398	Shounak Ray	4
106729	AbinavR	4
4676	PlagTag	4
24494	Sorin Comanescu	4
3592	Amir	4
71677	Victor 'Chris' Cabral	4
33509	Samyak Jain	4
63701	YoungResearcher	4
104674	user104674	4
21414	Xeqtr	4
23787	Evan Zamir	4
38626	DBSE	4
44057	Pradyumna Rahul	4
75017	newbie	4
2608	karthikbharadwaj	4
44120	shimao	4
54271	GRS	4
65133	yamini goel	4
50528	J_K_J	4
69343	jimmy15923	4
418	iliasfl	4
12963	Hooked	4
53994	Hagbard	4
54700	Nino Rode	4
249	Chris Simokat	4
16511	Hans Ziqiu Li	4
18321	Daia Alexandru	4
18353	Overflow012	4
44188	achow	4
87795	Water_Programs	4
103518	Kiryl Aleksandrovich	4
23420	jab	4
25419	philh	4
50440	user3326682	4
54907	Jakub	4
57194	user312166	4
85486	ihavenoidea	4
35930	William Entriken	4
41149	Rohit Kumar Singh	4
50795	Abs	4
91199	William Stein	4
95551	Devansh Mishra	4
17309	tadamhicks	4
17814	Jayant Mishra	4
70558	macwiatrak	4
101261	PPR	4
895	Yuval F	4
9565	Max Candocia	4
78416	Sajjadmanal	4
64188	Kartikay	4
5273	user2896468	4
9227	AdiPiratla	4
46288	Glorfendal	4
69249	user69249	4
15847	user667804	4
52021	Sanath Bharadwaj	4
95113	eetiaro	4
96652	raeldor	4
99850	NewDev	4
85786	Deshwal	4
18682	Bob	4
47110	maruschin	4
100430	Brezeanu Bianca	4
94141	Aaron Ponti	4
96542	Vimath	4
32420	aditya ramesh	4
37630	Galina Alperovich	4
47166	idpd15	4
62910	"\"1961DarthVader\""	4
47874	mnalavadi	4
53824	Yashwanth Kumar Pamidimukkala	4
87779	joelpires	4
97548	Sofia M	4
98179	Bot_Start	4
43141	snowparrot	4
47569	Anmol Kumar	4
52390	Antonio	4
88359	sayan_sen	4
12844	alan2here	4
17054	user2543622	4
73104	Amanda	4
101270	chickensoup	4
8268	user3270418	4
39547	Jarad	4
80553	InvadersMustDie	4
23614	amirouche	4
38078	Surgeon	4
41036	Alex Fields	4
80557	user3078335	4
97877	oko	4
2744	Dipanjan Sarkar	4
76904	MetalSlugSnk	4
12443	sebastianspiegel	4
46779	wubzorz	4
80520	Roxana	4
33540	Jacques Kvam	4
53303	listener	4
76988	im_so_meta_even_this_acronym	4
90964	Matt	4
103306	amestrian	4
107760	Pari Ganjoo	4
15182	gourxb	4
47777	disorderdev	4
78284	Hello Mellow	4
84762	jalil asadi	4
85232	Lorenzoi	4
9246	Henry Qiu	4
10314	Thomas Pazur	4
16212	Sheridan Grant	4
31582	simonst	4
46782	kawingkelvin	4
69154	Avinash Prabhakar	4
75010	John Cataldo	4
141	Stu	4
33587	max33587	4
87923	confused	4
45531	dbaghern	4
80106	C. Yduqoli	4
12403	F Bert	4
33047	Chris Pillen	4
21211	codykochmann	4
21234	YTK	4
26748	Shawn	4
33807	hasdrubal	4
53516	Chris	4
84503	Suhas Shastry	4
478	Stanpol	4
534	trienism	4
8240	user137927	4
27010	johnny b	4
47144	Guven	4
54612	Patrice Carbonneau	4
82407	Lie Ryan	4
39052	Leonard Strnad	4
47687	Joey Yi Zhao	4
54627	NcAdams	4
34042	user34042	4
64950	Naveen Gabriel	4
91433	Sonu	4
23301	Jordan Epstein	4
45172	theGuy05	4
3203	papacostas	4
71375	joshvarial	4
73399	free_road	4
105207	AYUSH JAIN	4
9593	hostjc	4
14487	user90772	4
28746	Chandan Venkatesh	4
43681	Debuggerrr	4
52663	Ryan Gross	4
71147	Biel Borba	4
68249	Marie M.	4
77843	Vamshi Kumar Kurva	4
102958	Nimrod Ets	4
413	Felipe	4
8729	Jaishree Rout	4
10521	Johannes	4
16380	user3113633	4
47883	Nemanja Boskovic	4
77173	Pavithran Iyer	4
80902	Parmeshwar Patil	4
87803	douner	4
10717	user1683894	4
47730	Benedict K.	4
59182	MzdR	4
60136	Alwin Aind	4
87240	Tibo Geysen	4
90505	NLP Dude	4
98795	PaladiN	4
47377	anas17in	4
53928	Zézouille	4
57804	Seyyed A.	4
61895	Atani	4
16872	bensw	4
84169	Unknown x	4
39308	Default picture	4
58750	Tfovid	4
92504	Data Sharkie	4
106830	Prime By Design	4
10548	Ryan Chase	4
20978	user288609	4
33613	hacker harry	4
41672	ltt	4
77574	hsiaomijiou	4
17957	xCloudx8	4
33364	Ricky Han	4
38145	dileep balineni	4
91563	OldSchool	4
14789	Shaleen Jain	4
34130	Tobi	4
67504	David Atlas	4
86588	Akash	4
101586	abdul	4
103774	dasmehdix	4
105156	primussucks	4
105417	larui529	4
4871	Abdul Rehman	4
59210	Jay Hawk	4
88329	Blackdeath	4
103763	Junhan Ouyang	4
53390	Probability is wonderful	4
85814	VASIH	4
30964	Eumenedies	4
79615	Manoj kumar Reddy	4
90132	user2793618	4
92040	Shiva Borusu	4
17078	Data Science Dojo	4
76626	Alexey Abramov	4
83550	UKadir	4
102713	Naseef	4
57889	Krishi H	4
79499	Mohamed Abo AL Kear	4
80143	Makintosz	4
80325	fibble	4
91598	ad123	4
8076	cgperal	4
15883	Nikaido	4
75782	Michael Lempart	4
78870	Mountain Scott	4
95128	Eve Edomenko	4
96938	cwmwl	4
2792	Ivoire	4
43154	stephen barter	4
53498	A. Dandelion	4
56537	Victor Callejas	4
56854	mikinoqwert	4
79817	standarduser	4
102774	user38283	4
26596	Society of Data Scientists	4
28062	user28062	4
54661	Mehran	4
108391	Dominic Thomas	4
63565	yatu	4
90902	Mark	4
97996	Hari Krishnan	4
30817	end1dream	4
71964	aoj	4
85107	Sebin Sunny	4
87395	Hritik Narayan	4
91640	hasanfarooq	4
2504	icm	4
33120	Nicolas Cardenas	4
49290	PickleRick	4
73671	Yochai	4
70759	shi95	4
74873	Jane Mänd	4
108304	Raed Tabani	4
32045	Kerem T	4
54299	Purus	4
67791	DrYoms	4
31052	MentatOfDune	4
67122	Martin V.	4
85714	Y.Z.	4
12240	Imo	4
25163	JoelKuiper	4
50881	santobedi	4
51330	Andres Espinosa	4
52472	grpaiva	4
63856	Alexbrini	4
76129	tharun___ data enthusiast	4
24629	siddshah	4
53139	KRyan	4
63594	ComeOnGetMe	4
8597	Konstantin	4
19085	Timothy Nodine	4
52755	root	4
63374	user8012596	4
74467	Holmes.Sherlock	4
50866	wind	4
56719	marin	4
77360	kakarotto	4
91244	DSEng	4
21378	malioboro	4
21707	Neil	4
40029	mari	4
45450	CommutativeAlgebraStudent	4
47959	Moki	4
58933	Infinite Loops	4
64506	Noman	4
87819	Mark.X	4
30924	user3117253	4
78363	Alessandro	4
107250	Mike Wojnowicz	4
2979	elmille	4
10189	vallismortis	4
35544	vikbehal	4
37460	ehiller	4
50935	Midnight	4
18414	Bihaqo	4
37113	jtlz2	4
50494	BlagBlug1987	4
12771	ultron	4
52974	Rahul Deora	4
68377	Vinay Kumar G	4
64569	Pramod	4
76321	Ken Kim	4
77314	AndroidMarshmallow	4
85592	Samuel	4
106901	matosch	4
7999	Uri Merhav	4
29639	user7654132	4
51411	tryingtolearn	4
67025	SkyWalker	4
11033	santoku	3
33868	PyNoob	3
43714	Zahi Azmi	3
45011	Andy.Jian	3
3226	Syed Arefinul Haque	3
24355	krishna	3
33221	kiltek	3
43921	Rkz	3
50732	"\"3voC\""	3
70830	Bill	3
75070	Phani Dutt	3
80152	anildadj	3
15738	hhh	3
52987	natg	3
59966	Vinay Vk	3
66738	thelaw	3
78334	felix Antony	3
97180	hamid.khb	3
11146	chrisfs	3
106101	Mai Ahmed	3
106492	Moez ‌	3
1223	user3659451	3
3377	AndriusZ	3
9597	cohoz	3
32546	Lenin Raj Rajasekaran	3
33854	Shelby Matlock	3
49650	Andreas Storvik Strauman	3
56414	Koinos	3
59142	Jerome	3
79248	Truong Hoang	3
86338	Newbie1111	3
88890	Ladislav Ondris	3
93556	VStr	3
10416	joy	3
35454	Karl	3
40391	Ben	3
46374	Gale	3
52533	Btara Truhandarien	3
52648	Irene	3
14030	srobinson	3
53467	Mischa Obrecht	3
62673	j.tribbiani	3
67942	Ray Rutzer	3
21369	Vladislav Ladenkov	3
37720	Nitin Mahajan	3
47242	NK7983	3
57298	Jaskaran Singh Puri	3
58747	ravishankar	3
66345	jntrcs	3
68792	hellozq	3
73311	Pranav Natekar	3
77164	steam_engine	3
8085	dvdnglnd	3
10303	L. Amber O'Hearn	3
29340	Ian Roberts	3
97191	Nikita	3
13516	AlFagera	3
16032	Myles	3
20800	user1367204	3
27229	Johan Falkenjack	3
47724	Gokul NC	3
49061	Rickard Johansson	3
67110	karppmik	3
89544	Chris Mostert	3
11121	João Almeida	3
57050	user1011332	3
84572	strohball	3
30238	Funkwecker	3
51031	Azza Ousji	3
60325	Skary	3
65147	Lars Ericson	3
6419	"\"101\""	3
37268	Emil	3
52275	Arnuld	3
61020	Nawra C	3
62484	Wailu	3
79231	Doflaminhgo	3
96533	raff7	3
107292	Nikhil Ghadi	3
18240	batu	3
47149	SFD	3
59838	p126018 Ali Raza	3
13775	StevenA	3
16366	PidgeyUsedGust	3
37484	lfs	3
69800	Abhik Banerjee	3
88522	BamBamBeano	3
97541	Matteo Paltenghi	3
497	Kare	3
18417	Yap	3
40767	eg-r	3
77170	timchap	3
93553	Hamish Gibson	3
1163	Phonon	3
8127	user27396	3
16699	arrhhh	3
35449	Teja	3
40904	Srijan Sharma	3
44660	Asheesh	3
50634	Csaba Csorba	3
60789	Gabriel Silva	3
67125	Constantine Phoenix	3
80168	Xtalker	3
988	Simplex	3
17709	Davide	3
33441	shoshi	3
52640	Jens de Bruijn	3
91136	Alex	3
3346	user115415	3
4695	sashank	3
9771	Felipe	3
41196	kisma	3
71288	Paijo S Kom	3
88819	DiamondKesha	3
102687	Julix	3
104073	Artur Motruk	3
107661	Fiach ONeill	3
3133	KindOfGuy	3
5066	Colin Winhall	3
8643	William Falcon	3
23983	Jason Feng	3
29842	Engineero	3
64112	minar09	3
73645	Pigna	3
75606	harshtiwari	3
20926	Mus	3
28809	Jan Wrona	3
29560	Kevin	3
61168	Johannes Ackermann	3
70674	Dimi	3
75263	Jacob Clark	3
80085	user882763	3
192	Cici	3
9489	coconut	3
24528	Luminita	3
37646	Suave Bajaj	3
49154	youngam	3
52462	HariharasudhanAS	3
80746	Ian Journeaux	3
